"Source_Plate","Location","Sample.NTC.Control","Treatment","Resident_Rhizobial_Level","Reaction.Mix","Year","Universal","G22","G24","G22_First_Correction","Universal_First_Correction","G24_First_Correction","dilution_number","dilution_factor","G22_Second_Correction","Universal_Second_Correction","G24_Second_Correction"
"Plate_4_2_28Mar2026","Carrington","GCL_505 2024 -1 Custom Species B G22","G22","Low","U_G24",2024,NA,NA,1.192,NA,NA,9.536,1,10,NA,NA,95.36
"Plate_4_2_28Mar2026","Minot","GML_306 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,25910.1,NA,0,NA,207280.8,0,2,100,NA,20728080,0
"Plate_4_2_28Mar2026","Minot","GML_206 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,24025.8,NA,0,NA,192206.4,0,2,100,NA,19220640,0
"Plate_4_2_28Mar2026","Carrington","NDCH_601 2025 -3 G22","G22","High","U_G24",2025,2684.8,NA,0,NA,21478.4,0,3,1000,NA,21478400,0
"Plate_4_2_28Mar2026","Carrington","PGCL_503 2025 -2 Ino","G24","Low","U_G24",2025,477.4,NA,507.7,NA,3819.2,4061.6,2,100,NA,381920,406160
"Plate_4_2_28Mar2026","Minot","AvML_504 2025 -3 Ino","G24","Low","U_G24",2025,2387.1,NA,471.8,NA,19096.8,3774.4,3,1000,NA,19096800,3774400
"Plate_4_2_28Mar2026","Minot","AvML_603 2025 -3 Ino","G24","Low","U_G24",2025,3730.4,NA,1299.4,NA,29843.2,10395.2,3,1000,NA,29843200,10395200
"Plate_4_2_28Mar2026","Carrington","GCL_101 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,521.7,NA,0,NA,4173.6,0,2,100,NA,417360,0
"Plate_4_2_28Mar2026","Minot","PGMH_101 2025 -3 Uninoc","Uninoc","High","U_G24",2025,162.7,NA,0,NA,1301.6,0,3,1000,NA,1301600,0
"Plate_4_2_28Mar2026","Minot","PGMH_404 2025 -3 Uninoc","Uninoc","High","U_G24",2025,322.8,NA,0,NA,2582.4,0,3,1000,NA,2582400,0
"Plate_4_2_28Mar2026","Carrington","AvCL_101 2025 -2 Uninoc","Uninoc","Low","U_G24",2025,233.1,NA,1.858,NA,1864.8,14.864,2,100,NA,186480,1486.4
"Plate_4_2_28Mar2026",NA,"G24 gDNA -2","G24",NA,"U_G24",NA,135.7,NA,154.4,NA,1085.6,1235.2,NA,NA,NA,NA,NA
"Plate_4_2_28Mar2026",NA,"3841_G24 -2","G24",NA,"U_G24",2025,506.8,NA,332.5,NA,4054.4,2660,NA,NA,NA,NA,NA
"Plate_5_29Mar2026","Minot","LML_605 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,21680.8,1.089,NA,8.712,173446.4,NA,2,100,871.2,17344640,NA
"Plate_5_29Mar2026","Minot","GML_106 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,24984.7,0,NA,0,199877.6,NA,2,100,0,19987760,NA
"Plate_5_29Mar2026","Carrington","GCL_402 2024 -1 Uninoc","Uninoc","Low","U_G22",2024,24883.8,7.255,NA,58.04,199070.4,NA,1,10,580.4,1990704,NA
"Plate_5_29Mar2026","Carrington","LCL_503 2024 -1 Custom Species B G22","G22","Low","U_G22",2024,22828.7,22160.3,NA,177282.4,182629.6,NA,1,10,1772824,1826296,NA
"Plate_5_29Mar2026","Carrington","LCL_305 2024 -0 Custom Standard Species Ino G24","G24","Low","U_G22",2024,20217.7,247.7,NA,1981.6,161741.6,NA,0,1,1981.6,161741.6,NA
"Plate_5_29Mar2026","Carrington","PCL_302 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,23094.9,17313.9,NA,138511.2,184759.2,NA,2,100,13851120,18475920,NA
"Plate_5_29Mar2026","Carrington","PCL_305 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,NA,0,NA,0,NA,NA,2,100,0,NA,NA
"Plate_5_29Mar2026","Minot","GML_602 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,24358.1,2.236,NA,17.888,194864.8,NA,2,100,1788.8,19486480,NA
"Plate_5_29Mar2026","Minot","GML_605 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,22487.5,43.31,NA,346.48,179900,NA,2,100,34648,17990000,NA
"Plate_5_29Mar2026","Minot","PML_205 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,27575.5,0,NA,0,220604,NA,2,100,0,22060400,NA
"Plate_5_29Mar2026","Minot","LML_602 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,5695.9,0,NA,0,45567.2,NA,2,100,0,4556720,NA
"Plate_5_29Mar2026","Minot","PML_104 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,22689.1,0,NA,0,181512.8,NA,2,100,0,18151280,NA
"Plate_5_29Mar2026","Minot","PML_206 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,24928.2,0,NA,0,199425.6,NA,2,100,0,19942560,NA
"Plate_5_29Mar2026","Minot","GML_601 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,22187,81.38,NA,651.04,177496,NA,2,100,65104,17749600,NA
"Plate_5_29Mar2026","Minot","PML_502 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,23504.8,1.489,NA,11.912,188038.4,NA,2,100,1191.2,18803840,NA
"Plate_5_29Mar2026","Minot","PML_106 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,23904.1,0,NA,0,191232.8,NA,2,100,0,19123280,NA
"Plate_5_29Mar2026","Minot","GML_101 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,28185.5,0.379,NA,3.032,225484,NA,2,100,303.2,22548400,NA
"Plate_5_29Mar2026","Minot","PML_503 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,28697,20.45,NA,163.6,229576,NA,2,100,16360,22957600,NA
"Plate_5_29Mar2026","Minot","LMH_503 2024 -1 Uninoc","Uninoc","High","U_G22",2024,1247.6,0.384,NA,3.072,9980.8,NA,1,10,30.72,99808,NA
"Plate_5_29Mar2026","Minot","PML_305 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,NA,0,NA,0,NA,NA,2,100,0,NA,NA
"Plate_5_29Mar2026","Minot","GML_302 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,28195.7,0,NA,0,225565.6,NA,2,100,0,22556560,NA
"Plate_5_29Mar2026","Minot","LML_104 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G22",2024,6093.2,0,NA,0,48745.6,NA,1,10,0,487456,NA
"Plate_5_29Mar2026","Carrington","PCL_404 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,24739.6,0,NA,0,197916.8,NA,2,100,0,19791680,NA
"Plate_5_29Mar2026","Minot","PMH_106 2024 -2 Custom Species B G22","G22","High","U_G22",2024,23290,2.587,NA,20.696,186320,NA,2,100,2069.6,18632000,NA
"Plate_5_29Mar2026","Minot","LML_403 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,9838.6,10574.3,NA,84594.4,78708.8,NA,2,100,8459440,7870880,NA
"Plate_5_29Mar2026","Carrington","LCL_601 2024 -1 Custom Species B G22","G22","Low","U_G22",2024,14500.2,15089,NA,120712,116001.6,NA,1,10,1207120,1160016,NA
"Plate_5_29Mar2026","Carrington","GCL_606 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,26208.3,0,NA,0,209666.4,NA,2,100,0,20966640,NA
"Plate_5_29Mar2026","Carrington","GCL_504 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,9842.5,1.946,NA,15.568,78740,NA,2,100,1556.8,7874000,NA
"Plate_5_29Mar2026","Carrington","PCL_406 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,10149.3,1170.4,NA,9363.2,81194.4,NA,2,100,936320,8119440,NA
"Plate_5_29Mar2026","Carrington","PCL_106 2024 -2 Custom Species B G22","G22","Low","U_G22",2024,14261.8,9857.8,NA,78862.4,114094.4,NA,2,100,7886240,11409440,NA
"Plate_5_29Mar2026","Carrington","PCL_101 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,20357.2,3.152,NA,25.216,162857.6,NA,2,100,2521.6,16285760,NA
"Plate_5_29Mar2026","Carrington","PCL_104 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,25687.5,0.785,NA,6.28,205500,NA,2,100,628,20550000,NA
"Plate_5_29Mar2026","Minot","PML_203 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,27004.1,0,NA,0,216032.8,NA,2,100,0,21603280,NA
"Plate_5_29Mar2026","Carrington","GCL_506 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G22",2024,4589.9,0,NA,0,36719.2,NA,1,10,0,367192,NA
"Plate_5_29Mar2026","Carrington","LCL_604 2024 -0 Uninoc","Uninoc","Low","U_G22",2024,1058.3,801.7,NA,6413.6,8466.4,NA,0,1,6413.6,8466.4,NA
"Plate_5_29Mar2026","Carrington","GCL_505 2024 -1 Custom Species B G22","G22","Low","U_G22",2024,20678,19044.3,NA,152354.4,165424,NA,1,10,1523544,1654240,NA
"Plate_5_29Mar2026","Minot","GML_306 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,NA,0,NA,0,NA,NA,2,100,0,NA,NA
"Plate_5_29Mar2026","Minot","GML_206 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,NA,0,NA,0,NA,NA,2,100,0,NA,NA
"Plate_5_29Mar2026","Carrington","GCL_202 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G22",2024,25009.1,0.381,NA,3.048,200072.8,NA,1,10,30.48,2000728,NA
"Plate_5_29Mar2026","Minot","LML_401 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G22",2024,19594.8,0,NA,0,156758.4,NA,1,10,0,1567584,NA
"Plate_5_29Mar2026","Minot","GMH_104 2024 -2 Custom Standard Species Ino G24","G24","High","U_G22",2024,25945.9,7.592,NA,60.736,207567.2,NA,2,100,6073.6,20756720,NA
"Plate_5_29Mar2026","Carrington","GCL_104 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G22",2024,4737.5,0,NA,0,37900,NA,1,10,0,379000,NA
"Plate_5_29Mar2026","Carrington","LCL_606 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G22",2024,2420.2,0,NA,0,19361.6,NA,1,10,0,193616,NA
"Plate_5_29Mar2026","Minot","LML_601 2024 -1 Custom Species B G22","G22","Low","U_G22",2024,25036.3,7881.5,NA,63052,200290.4,NA,1,10,630520,2002904,NA
"Plate_5_29Mar2026","Minot","GMH_505 2024 -2 Custom Species B G22","G22","High","U_G22",2024,24517.1,0,NA,0,196136.8,NA,2,100,0,19613680,NA
"Plate_5_29Mar2026","Minot","LML_503 2024 -1 Uninoc","Uninoc","Low","U_G22",2024,5803.8,0,NA,0,46430.4,NA,1,10,0,464304,NA
"Plate_5_29Mar2026","Minot","LML_506 2024 -2 Custom Standard Species Ino","G24","Low","U_G22",2024,10894.1,0,NA,0,87152.8,NA,2,100,0,8715280,NA
"Plate_5_29Mar2026","Minot","PML_101 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,27340.9,0,NA,0,218727.2,NA,2,100,0,21872720,NA
"Plate_5_29Mar2026","Minot","GML_401 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,NA,0,NA,0,NA,NA,2,100,0,NA,NA
"Plate_5_29Mar2026","Minot","PML_404 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,NA,0,NA,0,NA,NA,2,100,0,NA,NA
"Plate_5_29Mar2026","Carrington","PCL_402 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,18686.8,0,NA,0,149494.4,NA,2,100,0,14949440,NA
"Plate_5_29Mar2026","Minot","PML_601 2024 -2 Uninoc","Uninoc","Low","U_G22",2024,NA,3.569,NA,28.552,NA,NA,2,100,2855.2,NA,NA
"Plate_5_29Mar2026","Minot","GMH_302 2024 -2 Custom Species B G22","G22","High","U_G22",2024,24678.1,15.7,NA,125.6,197424.8,NA,2,100,12560,19742480,NA
"Plate_5_29Mar2026","Minot","GMH_206 2024 -2 Custom Standard Species Ino G24","G24","High","U_G22",2024,30202.8,0,NA,0,241622.4,NA,2,100,0,24162240,NA
"Plate_5_29Mar2026","Minot","PMH_505 2024 -2 Custom Species B G22","G22","High","U_G22",2024,NA,8.784,NA,70.272,NA,NA,2,100,7027.2,NA,NA
"Plate_5_29Mar2026","Minot","PMH_502 2024 -2 Custom Standard Species Ino G24","G24","High","U_G22",2024,27040.5,0,NA,0,216324,NA,2,100,0,21632400,NA
"Plate_5_29Mar2026","Minot","GMH_405 2024 -2 Uninoc","Uninoc","High","U_G22",2024,28677.1,0,NA,0,229416.8,NA,2,100,0,22941680,NA
"Plate_5_29Mar2026","Minot","PML_401 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G22",2024,19084.3,0,NA,0,152674.4,NA,2,100,0,15267440,NA
"Plate_5_29Mar2026","Minot","LML_502 2024 -1 Custom Species B G22","G22","Low","U_G22",2024,1372.5,910,NA,7280,10980,NA,1,10,72800,109800,NA
"Plate_5_29Mar2026","Minot","LMH_104 2024 -1 Custom Standard Species Ino G24","G24","High","U_G22",2024,15873.7,592.7,NA,4741.6,126989.6,NA,1,10,47416,1269896,NA
"Plate_5_29Mar2026","Minot","PMH_206 2024 -2 Custom Standard Species Ino G24","G24","High","U_G22",2024,NA,0.755,NA,6.04,NA,NA,2,100,604,NA,NA
"Plate_5_29Mar2026","Minot","LMH_202 2024 -1 Uninoc","Uninoc","High","U_G22",2024,10152.5,0,NA,0,81220,NA,1,10,0,812200,NA
"Plate_5_29Mar2026","Minot","PMH_503 2024 -2 Uninoc","Uninoc","High","U_G22",2024,26850.6,0,NA,0,214804.8,NA,2,100,0,21480480,NA
"Plate_5_29Mar2026","Minot","GMH_604 2024 -2 Custom Standard Species Ino G24","G24","High","U_G22",2024,29690.2,0,NA,0,237521.6,NA,2,100,0,23752160,NA
"Plate_5_29Mar2026","Minot","GMH_404 2024 -2 Custom Standard Species Ino G24","G24","High","U_G22",2024,29762.9,0,NA,0,238103.2,NA,2,100,0,23810320,NA
"Plate_5_29Mar2026","Carrington","AvCL_101 2024 -2 Uninoc","Uninoc","Low","U_G22",2025,214,0,NA,0,1712,NA,2,100,0,171200,NA
"Plate_5_29Mar2026","Carrington","NDCH_601 2025 G22","G22","High","U_G22",2025,2416.1,0,NA,0,19328.8,NA,NA,NA,NA,NA,NA
"Plate_5_29Mar2026","Carrington","PGCL_503 2025 -2 Ino","G24","Low","U_G22",2025,330.8,0,NA,0,2646.4,NA,2,100,0,264640,NA
"Plate_5_29Mar2026",NA,"G22 gDNA -2","G22",NA,"U_G22",NA,0,11939.4,NA,95515.2,0,NA,NA,NA,NA,NA,NA
"Plate_5_29Mar2026",NA,"3841_G22 -2","G22",NA,"U_G22",2025,1179.9,847.3,NA,6778.4,9439.2,NA,NA,NA,NA,NA,NA
"Plate_6_29Mar2026","Carrington","GCL_202 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G24",2024,27056.5,NA,27056.5,NA,216452,216452,1,10,NA,2164520,2164520
"Plate_6_29Mar2026","Minot","LML_401 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G24",2024,18075.7,NA,2613.3,NA,144605.6,20906.4,1,10,NA,1446056,209064
"Plate_6_29Mar2026","Minot","GMH_104 2024 -2 Custom Standard Species Ino G24","G24","High","U_G24",2024,24883.1,NA,0.725,NA,199064.8,5.8,2,100,NA,19906480,580
"Plate_6_29Mar2026","Carrington","GCL_104 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G24",2024,2894.3,NA,2750.2,NA,23154.4,22001.6,1,10,NA,231544,220016
"Plate_6_29Mar2026","Carrington","LCL_606 2024 -1 Custom Standard Species Ino G24","G24","Low","U_G24",2024,10779.8,NA,10299.1,NA,86238.4,82392.8,1,10,NA,862384,823928
"Plate_6_29Mar2026","Minot","LML_601 2024 -1 Uninoc","Uninoc","Low","U_G24",2024,22431.1,NA,0,NA,179448.8,0,1,10,NA,1794488,0
"Plate_6_29Mar2026","Minot","GMH_505 2024 -2 Custom Species B G22","G22","High","U_G24",2024,25257.2,NA,29.85,NA,202057.6,238.8,2,100,NA,20205760,23880
"Plate_6_29Mar2026","Minot","LML_503 2024 -1 Uninoc","Uninoc","Low","U_G24",2024,5795.5,NA,0,NA,46364,0,1,10,NA,463640,0
"Plate_6_29Mar2026","Minot","LML_506 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,10945.9,NA,1067.6,NA,87567.2,8540.8,2,100,NA,8756720,854080
"Plate_6_29Mar2026","Minot","PML_101 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,3827.6,NA,1.1,NA,30620.8,8.8,2,100,NA,3062080,880
"Plate_6_29Mar2026","Minot","GML_401 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,21985.6,NA,0.367,NA,175884.8,2.936,2,100,NA,17588480,293.6
"Plate_6_29Mar2026","Minot","PML_404 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,23713.5,NA,27.99,NA,189708,223.92,2,100,NA,18970800,22392
"Plate_6_29Mar2026","Carrington","PCL_402 2024 -2 Uninoc","Uninoc","Low","U_G24",2024,17575,NA,0,NA,140600,0,2,100,NA,14060000,0
"Plate_6_29Mar2026","Minot","PML_601 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,22827.4,NA,7.431,NA,182619.2,59.448,2,100,NA,18261920,5944.8
"Plate_6_29Mar2026","Minot","GMH_302 2024 -2 Custom Species B G22","G22","High","U_G24",2024,19985.5,NA,0,NA,159884,0,2,100,NA,15988400,0
"Plate_6_29Mar2026","Minot","GMH_206 2024 -2 Uninoc","Uninoc","High","U_G24",2024,NA,NA,47.97,NA,NA,383.76,2,100,NA,NA,38376
"Plate_6_29Mar2026","Minot","PMH_505 2024 -2 Custom Species B G22","G22","High","U_G24",2024,22501.9,NA,0,NA,180015.2,0,2,100,NA,18001520,0
"Plate_6_29Mar2026","Minot","PMH_502 2024 -2 Custom Standard Species Ino G24","G24","High","U_G24",2024,25133.2,NA,8.844,NA,201065.6,70.752,2,100,NA,20106560,7075.2
"Plate_6_29Mar2026","Minot","GMH_405 2024 -2 Uninoc","Uninoc","High","U_G24",2024,25061.7,NA,11.57,NA,200493.6,92.56,2,100,NA,20049360,9256
"Plate_6_29Mar2026","Minot","PML_401 2024 -2 Custom Standard Species Ino G24","G24","Low","U_G24",2024,22263.9,NA,16.22,NA,178111.2,129.76,2,100,NA,17811120,12976
"Plate_6_29Mar2026","Minot","LML_502 2024 -2 Custom Species B G22","G22","Low","U_G24",2024,1556.1,NA,23.55,NA,12448.8,188.4,2,100,NA,1244880,18840
"Plate_6_29Mar2026","Minot","LMH_104 2024 -1 Custom Standard Species Ino G24","G24","High","U_G24",2024,17582.3,NA,0.738,NA,140658.4,5.904,1,10,NA,1406584,59.04
"Plate_6_29Mar2026","Minot","PMH_206 2024 -2 Custom Standard Species Ino G24","G24","High","U_G24",2024,22546.3,NA,14.81,NA,180370.4,118.48,2,100,NA,18037040,11848
"Plate_6_29Mar2026","Minot","LMH_202 2024 -1 Uninoc","Uninoc","High","U_G24",2024,6359.7,NA,0.386,NA,50877.6,3.088,1,10,NA,508776,30.88
"Plate_6_29Mar2026","Minot","PMH_503 2024 -2 Uninoc","Uninoc","High","U_G24",2024,NA,NA,4.196,NA,NA,33.568,2,100,NA,NA,3356.8
"Plate_6_29Mar2026","Minot","GMH_604 2024 -2 Custom Standard Species Ino G24","G24","High","U_G24",2024,28827.1,NA,17.89,NA,230616.8,143.12,2,100,NA,23061680,14312
"Plate_6_29Mar2026","Minot","GMH_404 2024 -2 Custom Standard Species Ino G24","G24","High","U_G24",2024,24559.9,NA,8.576,NA,196479.2,68.608,2,100,NA,19647920,6860.8
"Plate_6_29Mar2026",NA,"G24 gDNA -2","G24",NA,"U_G24",NA,244.8,NA,288.7,NA,1958.4,2309.6,NA,NA,NA,NA,NA
"Plate_6_29Mar2026",NA,"3841_G24 -2","G24",NA,"U_G24",2025,374.9,NA,264.4,NA,2999.2,2115.2,NA,NA,NA,NA,NA
